symbol,series,last_corp_announcement_date,last_corp_announcement,open_price,high_price,low_price,last_traded_price,prev_close_price,percent_change,traded_quantity,turnover_in_lakhs,timestamp
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,499.25,495.1,0.84,12683286,63522.97,17-11-2021 12:10
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1188.4,1153,3.07,1567427,18512.72,17-11-2021 12:15
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.3,187,192.3,187.6,2.51,6463489,12342.03,17-11-2021 12:15
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,531.8,519.05,2.46,34664328,184154.24,17-11-2021 12:15
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3225,3151.7,2.33,1001688,32177.82,17-11-2021 12:15
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7659.9,7555.7,1.38,399938,30548.18,17-11-2021 12:15
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.05,134.3,1.3,8926199,12216.4,17-11-2021 12:15
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1032,1020.9,1.09,1893865,19529.35,17-11-2021 12:15
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8192.05,8015.05,8137.4,8050.35,1.08,959262,77848.62,17-11-2021 12:15
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,237.7,235.45,0.96,11082253,26355.81,17-11-2021 12:15
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,499.1,495.1,0.81,13062262,65413.2,17-11-2021 12:15
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1188.95,1153,3.12,1588460,18762.73,17-11-2021 12:20
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.3,187,192.6,187.6,2.67,6544912,12498.82,17-11-2021 12:20
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,531.9,519.05,2.48,34909119,185454.69,17-11-2021 12:20
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3226.45,3151.7,2.37,1009062,32415.61,17-11-2021 12:20
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8192.05,8015.05,8181.65,8050.35,1.63,990847,80428.24,17-11-2021 12:20
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7665.25,7555.7,1.45,402427,30738.98,17-11-2021 12:20
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.15,134.3,1.38,9008346,12328.82,17-11-2021 12:20
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1033.7,1020.9,1.25,1910776,19703.92,17-11-2021 12:20
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,499.95,495.1,0.98,13266499,66434.65,17-11-2021 12:20
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,237.7,235.45,0.96,11172967,26571.55,17-11-2021 12:20
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1186.3,1153,2.89,1640756,19383.4,17-11-2021 12:25
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.4,187,192.85,187.6,2.8,6856915,13100.82,17-11-2021 12:25
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,532.2,519.05,2.53,35427486,188215.6,17-11-2021 12:25
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3224.65,3151.7,2.31,1025989,32961.54,17-11-2021 12:25
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8209.55,8015.05,8188.3,8050.35,1.71,1058840,86000.26,17-11-2021 12:25
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.1,134.3,1.34,9071871,12414.86,17-11-2021 12:25
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7651.95,7555.7,1.27,409626,31289.9,17-11-2021 12:25
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1031.95,1020.9,1.08,1936770,19972.36,17-11-2021 12:25
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,237.9,235.45,1.04,11223179,26690.96,17-11-2021 12:25
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,499.3,495.1,0.85,13412055,67162.21,17-11-2021 12:25
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.4,187,192.8,187.6,2.77,6943985,13269.26,17-11-2021 12:30
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1184,1153,2.69,1675481,19794.8,17-11-2021 12:30
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,532.35,519.05,2.56,35601059,189141.31,17-11-2021 12:30
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8230,8015.05,8227.9,8050.35,2.21,1096869,89123.02,17-11-2021 12:30
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3220.55,3151.7,2.18,1029816,33084.9,17-11-2021 12:30
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7653,7555.7,1.29,411835,31458.96,17-11-2021 12:30
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,135.95,134.3,1.23,9118513,12478.69,17-11-2021 12:30
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1031.45,1020.9,1.03,1949629,20104.96,17-11-2021 12:30
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,237.8,235.45,1,11252627,26761,17-11-2021 12:30
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,499.1,495.1,0.81,13503529,67618.92,17-11-2021 12:30
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.4,187,193,187.6,2.88,7086442,13543.61,17-11-2021 12:35
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1184.15,1153,2.7,1716704,20282.51,17-11-2021 12:35
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,530.9,519.05,2.28,35896894,190713.02,17-11-2021 12:35
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3223,3151.7,2.26,1058434,34007.48,17-11-2021 12:35
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8245.7,8015.05,8225.35,8050.35,2.17,1156803,94055.6,17-11-2021 12:35
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.05,134.3,1.3,9170488,12548.9,17-11-2021 12:35
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7639.55,7555.7,1.11,421290,32181.37,17-11-2021 12:35
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,237.7,235.45,0.96,11342787,26975.42,17-11-2021 12:35
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1030.25,1020.9,0.92,1991515,20536.7,17-11-2021 12:35
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,499.55,495.1,0.9,13696999,68583.61,17-11-2021 12:35
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.4,187,193.4,187.6,3.09,7260177,13879.28,17-11-2021 12:40
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1183.85,1153,2.68,1740319,20562.22,17-11-2021 12:40
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,532.4,519.05,2.57,36146287,192041.61,17-11-2021 12:40
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3225.9,3151.7,2.35,1062613,34142.18,17-11-2021 12:40
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8245.7,8015.05,8229.15,8050.35,2.22,1176764,95698.8,17-11-2021 12:40
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.15,134.3,1.38,9195094,12582.57,17-11-2021 12:40
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,500.4,495.1,1.07,13882808,69512.61,17-11-2021 12:40
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7636.5,7555.7,1.07,428325,32718.29,17-11-2021 12:40
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,237.8,235.45,1,11393703,27096.5,17-11-2021 12:40
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1030.85,1020.9,0.97,2010679,20734.12,17-11-2021 12:40
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,193.4,187.6,3.09,7588665,14514.84,17-11-2021 12:45
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1188,1153,3.04,1778933,21020.23,17-11-2021 12:45
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,532.8,519.05,2.65,36580305,194354.82,17-11-2021 12:45
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8250,8015.05,8242.1,8050.35,2.38,1219899,99251.71,17-11-2021 12:45
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3223.85,3151.7,2.29,1068995,34347.99,17-11-2021 12:45
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.1,134.3,1.34,9221101,12618.15,17-11-2021 12:45
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1034.35,1020.9,1.32,2053680,21178.37,17-11-2021 12:45
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,238.35,235.45,1.23,11594504,27575.21,17-11-2021 12:45
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7637.55,7555.7,1.08,433085,33081.93,17-11-2021 12:45
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,500.1,495.1,1.01,14099245,70596.33,17-11-2021 12:45
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1188.5,1153,3.08,1815244,21451.65,17-11-2021 12:50
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,193.15,187.6,2.96,7679672,14691.21,17-11-2021 12:50
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,532.25,519.05,2.54,36719769,195095.8,17-11-2021 12:50
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8250,8015.05,8244.7,8050.35,2.41,1253968,102059.83,17-11-2021 12:50
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3220.1,3151.7,2.17,1073215,34484.01,17-11-2021 12:50
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.1,134.3,1.34,9260421,12671.96,17-11-2021 12:50
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1034.05,1020.9,1.29,2080801,21458.88,17-11-2021 12:50
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,238.05,235.45,1.1,11642209,27688.67,17-11-2021 12:50
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7633.8,7555.7,1.03,436370,33332.78,17-11-2021 12:50
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,499.65,495.1,0.92,14203697,71117.91,17-11-2021 12:50
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,192.95,187.6,2.85,7842142,15004.37,17-11-2021 12:55
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1185.5,1153,2.82,1836767,21707.1,17-11-2021 12:55
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,532,519.05,2.49,36907040,196094.48,17-11-2021 12:55
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8250,8015.05,8241.2,8050.35,2.37,1288214,104882.13,17-11-2021 12:55
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3224.95,3151.7,2.32,1083382,34811.56,17-11-2021 12:55
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.1,134.3,1.34,9296626,12720.57,17-11-2021 12:55
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1033.6,1020.9,1.24,2102688,21685.02,17-11-2021 12:55
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,237.9,235.45,1.04,11746190,27935.96,17-11-2021 12:55
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7619.45,7555.7,0.84,444548,33956.22,17-11-2021 12:55
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,499.05,495.1,0.8,14359142,71894.79,17-11-2021 12:55
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,193.3,187.6,3.04,7943685,15201.04,17-11-2021 13:00
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8287,8015.05,8286.3,8050.35,2.93,1348371,109852.46,17-11-2021 13:00
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1186,1153,2.86,1846181,21818.72,17-11-2021 13:00
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,532.8,519.05,2.65,37091172,197072.82,17-11-2021 13:00
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3226,3151.7,2.36,1091657,35078.43,17-11-2021 13:00
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.1,134.3,1.34,9311518,12740.95,17-11-2021 13:00
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1034,1020.9,1.28,2113760,21799.63,17-11-2021 13:00
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,238.1,235.45,1.13,12402298,29501.35,17-11-2021 13:00
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7627.9,7555.7,0.96,447320,34167.55,17-11-2021 13:00
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,499.05,495.1,0.8,14522694,72709.32,17-11-2021 13:00
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8329,8015.05,8316.9,8050.35,3.31,1431526,116757.55,17-11-2021 13:05
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,193.5,187.6,3.14,8061743,15429.37,17-11-2021 13:05
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1187.15,1153,2.96,1864797,22039.66,17-11-2021 13:05
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,533.25,519.05,2.74,37426924,198864.22,17-11-2021 13:05
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3235,3165.05,3229,3151.7,2.45,1105502,35525.31,17-11-2021 13:05
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.15,134.3,1.38,9407180,12870.9,17-11-2021 13:05
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1034.2,1020.9,1.3,2123570,21901.01,17-11-2021 13:05
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,239.4,235.65,238.25,235.45,1.19,12677697,30158.97,17-11-2021 13:05
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7639,7555.7,1.1,449926,34366.47,17-11-2021 13:05
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,499.3,495.1,0.85,14643968,73315.03,17-11-2021 13:05
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8338.85,8015.05,8315,8050.35,3.29,1522423,124312.23,17-11-2021 13:10
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,193.5,187.6,3.14,8191924,15680.98,17-11-2021 13:10
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1188.5,1153,3.08,1887392,22308.22,17-11-2021 13:10
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,533.3,519.05,2.75,37694321,200288.77,17-11-2021 13:10
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3238.55,3165.05,3236,3151.7,2.67,1151356,37008.04,17-11-2021 13:10
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,241.6,235.65,241.55,235.45,2.59,14596825,34766.72,17-11-2021 13:10
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.55,134.3,1.68,9574389,13099.68,17-11-2021 13:10
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1035.75,1020.9,1.45,2142296,22094.57,17-11-2021 13:10
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7644.95,7555.7,1.18,453426,34633.9,17-11-2021 13:10
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,500,495.1,0.99,14808549,74137.52,17-11-2021 13:10
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8346,8015.05,8320,8050.35,3.35,1590769,130004.48,17-11-2021 13:15
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1188,1153,3.04,1911940,22599.9,17-11-2021 13:15
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,193.15,187.6,2.96,8293184,15876.47,17-11-2021 13:15
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,242.7,235.65,242,235.45,2.78,18994568,45402.72,17-11-2021 13:15
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,533.05,519.05,2.7,37888624,201324.99,17-11-2021 13:15
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3238.55,3165.05,3235.5,3151.7,2.66,1177778,37862.85,17-11-2021 13:15
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.55,134.3,1.68,9752140,13341.9,17-11-2021 13:15
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1035.55,1020.9,1.44,2166662,22346.95,17-11-2021 13:15
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7650,7555.7,1.25,457917,34977.3,17-11-2021 13:15
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,500,495.1,0.99,14988798,75038.42,17-11-2021 13:15
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8346,8015.05,8322.15,8050.35,3.38,1609867,131594.07,17-11-2021 13:20
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,243.2,235.65,243.15,235.45,3.27,21312129,51027.63,17-11-2021 13:20
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1188.85,1153,3.11,1924493,22749.05,17-11-2021 13:20
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,533.85,519.05,2.85,38360749,203841.35,17-11-2021 13:20
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,192.9,187.6,2.83,8433158,16146.97,17-11-2021 13:20
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3238.55,3165.05,3234.4,3151.7,2.62,1187084,38163.92,17-11-2021 13:20
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.45,134.3,1.6,9783177,13384.36,17-11-2021 13:20
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1034.65,1020.9,1.35,2174883,22431.96,17-11-2021 13:20
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7649,7555.7,1.23,460333,35162.17,17-11-2021 13:20
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,500.5,495.1,1.09,15117127,75680.87,17-11-2021 13:20
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,243.7,235.65,243.2,235.45,3.29,23397960,56096.61,17-11-2021 13:25
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8350,8015.05,8313.95,8050.35,3.27,1657625,135574.33,17-11-2021 13:25
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1190.5,1153,3.25,1950999,23064.52,17-11-2021 13:25
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,533.6,519.05,2.8,38825047,206324.06,17-11-2021 13:25
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,192.45,187.6,2.59,8680766,16623.67,17-11-2021 13:25
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3238.55,3165.05,3228.8,3151.7,2.45,1200600,38600.85,17-11-2021 13:25
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.4,134.3,1.56,9856448,13484.61,17-11-2021 13:25
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1034.05,1020.9,1.29,2186627,22553.53,17-11-2021 13:25
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,500.75,495.1,1.14,15282141,76508.51,17-11-2021 13:25
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7639.9,7555.7,1.11,462923,35360.19,17-11-2021 13:25
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,244.65,235.65,244.65,235.45,3.91,25205000,60504.6,17-11-2021 13:30
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8350,8015.05,8324.95,8050.35,3.41,1680171,137449.58,17-11-2021 13:30
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1190.85,1153,3.28,1964416,23224.31,17-11-2021 13:30
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,533.65,519.05,2.81,38967153,207079.24,17-11-2021 13:30
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3238.55,3165.05,3232.9,3151.7,2.58,1206909,38804.66,17-11-2021 13:30
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,192.35,187.6,2.53,8827097,16904.77,17-11-2021 13:30
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1035.85,1020.9,1.46,2197077,22661.53,17-11-2021 13:30
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.25,134.3,1.45,9907879,13553.98,17-11-2021 13:30
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,501.65,495.1,1.32,15407257,77134.89,17-11-2021 13:30
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7646,7555.7,1.2,463966,35439.9,17-11-2021 13:30
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,245.25,235.65,243.95,235.45,3.61,28512594,68598.45,17-11-2021 13:35
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8350,8015.05,8322,8050.35,3.37,1711273,140038.09,17-11-2021 13:35
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1190.95,1153,3.29,1982407,23438.59,17-11-2021 13:35
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3238.55,3165.05,3234.55,3151.7,2.63,1218892,39192.13,17-11-2021 13:35
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,532.6,519.05,2.61,39268849,208690.37,17-11-2021 13:35
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,187,193.8,187,192.45,187.6,2.59,8953172,17148.01,17-11-2021 13:35
NTPC,EQ,20-09-2021,Annual General Meeting,134,138,134,136.3,134.3,1.49,10006734,13689.21,17-11-2021 13:35
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1017.9,1042,1014,1035.75,1020.9,1.45,2213186,22828.57,17-11-2021 13:35
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,493.85,505.4,491,501.95,495.1,1.38,15683876,78524.46,17-11-2021 13:35
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7528,7692,7521.25,7652.25,7555.7,1.28,468256,35768.2,17-11-2021 13:35
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,236,245.25,235.65,243.95,235.45,3.61,28512594,68598.45,17-11-2021 13:35
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,8035,8350,8015.05,8322,8050.35,3.37,1711273,140038.09,17-11-2021 13:35
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1150,1195,1150,1190.95,1153,3.29,1982407,23438.59,17-11-2021 13:35
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3170,3238.55,3165.05,3234.55,3151.7,2.63,1218892,39192.13,17-11-2021 13:35
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,520.25,536.7,520.25,532.6,519.05,2.61,39268849,208690.37,17-11-2021 13:35
