symbol,series,last_corp_announcement_date,last_corp_announcement,open_price,high_price,low_price,last_traded_price,prev_close_price,percent_change,traded_quantity,turnover_in_lakhs,timestamp
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,746.25,774,741.1,771.5,746.35,3.37,6430811,49244.58,11-11-2021 09:00
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,717.5,738,707.35,736.6,713.2,3.28,15180490,110381.9,11-11-2021 09:00
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,905.9,925,895,918.6,892.15,2.96,17083220,156352.46,11-11-2021 09:00
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3629.45,3720,3600,3695,3621.6,2.03,706755,26041.94,11-11-2021 09:00
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2516.7,2558,2503.65,2546.45,2521.7,0.98,4731975,120127.34,11-11-2021 09:00
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,227.45,232.85,227.2,230.75,228.75,0.87,13431108,30961.39,11-11-2021 09:00
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1846.9,1879.4,1842,1878.55,1863.85,0.79,505300,9400.3,11-11-2021 09:00
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.7,158.7,156.45,157.85,156.65,0.77,13900618,21904.59,11-11-2021 09:00
SUNPHARMA,EQ,23-08-2021,Annual General Meeting/Dividend - Rs 2 Per Share,799.75,815,797,807.5,801.35,0.77,2900645,23471.15,11-11-2021 09:00
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2720,2765.55,2710,2745,2724.25,0.76,861635,23658.08,11-11-2021 09:00
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,746.25,774,741.1,771.5,746.35,3.37,6430811,49244.58,11-11-2021 09:10
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,717.5,738,707.35,736.6,713.2,3.28,15180490,110381.9,11-11-2021 09:10
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,905.9,925,895,918.6,892.15,2.96,17083220,156352.46,11-11-2021 09:10
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3629.45,3720,3600,3695,3621.6,2.03,706755,26041.94,11-11-2021 09:10
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2516.7,2558,2503.65,2546.45,2521.7,0.98,4731975,120127.34,11-11-2021 09:10
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,227.45,232.85,227.2,230.75,228.75,0.87,13431108,30961.39,11-11-2021 09:10
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1846.9,1879.4,1842,1878.55,1863.85,0.79,505300,9400.3,11-11-2021 09:10
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.7,158.7,156.45,157.85,156.65,0.77,13900618,21904.59,11-11-2021 09:10
SUNPHARMA,EQ,23-08-2021,Annual General Meeting/Dividend - Rs 2 Per Share,799.75,815,797,807.5,801.35,0.77,2900645,23471.15,11-11-2021 09:10
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2720,2765.55,2710,2745,2724.25,0.76,861635,23658.08,11-11-2021 09:10
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,139.4,141.3,138.7,139.7,139.7,3.9,10244603,14335.27,11-11-2021 09:15
BPCL,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,432,434,430.15,430.75,430.5,1.06,3282554,14170.46,11-11-2021 09:15
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1846.9,1879.4,1842,1878.55,1863.85,0.22,505300,9400.3,11-11-2021 09:15
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3790,3801.6,3744,3780,3794.45,0.22,373526,14063.63,11-11-2021 09:15
HDFCLIFE,EQ,30-06-2021,Dividend - Rs 2.02 Per Sh,705.5,708,700.6,708,706.45,0.21,2077910,14649.68,11-11-2021 09:15
HCLTECH,EQ,21-10-2021,Interm Dividend - Rs 10 Per Share,1164,1175,1162.1,1171.2,1172.8,0.18,2401325,28067.17,11-11-2021 09:15
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2714,2731.95,2701.85,2723.1,2714.35,0.16,390217,10618.9,11-11-2021 09:15
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,717.5,738,707.35,736.6,713.2,0.16,15180490,110381.9,11-11-2021 09:15
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1066.8,1066.8,1027.8,1033.4,1068.25,0.12,6796906,70808.81,11-11-2021 09:15
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1726,1750.95,1721.95,1742,1742.5,0.11,4780368,83058.42,11-11-2021 09:15
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1313,1300,1309.8,1298.55,0.87,402741,5266.44,11-11-2021 09:20
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2504.5,2476.3,2503.45,2484.6,0.76,38177,952.05,11-11-2021 09:20
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,774,777.95,774,777,771.3,0.74,278765,2164.39,11-11-2021 09:20
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,514.2,508,513.55,510.75,0.55,1147755,5874.32,11-11-2021 09:20
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,665,661.55,664.8,662.4,0.36,81885,543.59,11-11-2021 09:20
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,735,738.6,732.15,738,735.45,0.35,394343,2897.47,11-11-2021 09:20
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135,134.05,134.85,139.45,0.3,666300,897.37,11-11-2021 09:20
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1957.4,1941.5,1955.8,1950.15,0.29,97708,1905.07,11-11-2021 09:20
ULTRACEMCO,EQ,02-08-2021,Annual General Meeting/Dividend - Rs 37 Per Share,8100,8139.65,8086,8130,8106.8,0.29,4664,378.4,11-11-2021 09:20
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,451.55,446.6,451,449.75,0.28,310825,1395.11,11-11-2021 09:20
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2525,2476.3,2521.5,2484.6,1.49,124787,3126.11,11-11-2021 09:25
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,517,510.75,1.22,3198904,16474.36,11-11-2021 09:25
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1309.85,1298.55,0.87,810462,10610.16,11-11-2021 09:25
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.3,134.05,135.15,139.45,0.52,1251202,1686.5,11-11-2021 09:25
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,452.9,446.6,452,449.75,0.5,651794,2936.33,11-11-2021 09:25
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7512,7547.2,7512,7546.4,7511.65,0.46,23093,1738.95,11-11-2021 09:25
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,667,661.55,665,662.4,0.39,199732,1327.84,11-11-2021 09:25
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,774,777.95,771.5,773.85,771.3,0.33,549079,4259.7,11-11-2021 09:25
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1959.25,1941.5,1956.4,1950.15,0.32,364291,7117.52,11-11-2021 09:25
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,924.4,911.9,922.35,919.65,0.29,390574,3590.47,11-11-2021 09:25
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2533.95,2484.6,1.99,313826,7913.59,11-11-2021 09:30
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,515.6,510.75,0.95,4458135,22976.34,11-11-2021 09:30
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,135.55,139.45,0.82,1732290,2337.55,11-11-2021 09:30
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1307.95,1298.55,0.72,1172167,15343.67,11-11-2021 09:30
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,452.45,449.75,0.6,893352,4029.02,11-11-2021 09:30
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7512,7561.45,7512,7538.9,7511.65,0.36,43642,3290.6,11-11-2021 09:30
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,667,661.55,664.75,662.4,0.35,284139,1889.18,11-11-2021 09:30
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,165.9,167.65,165.2,167.25,166.7,0.33,1098687,1829.53,11-11-2021 09:30
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1962,1941.5,1956,1950.15,0.3,473140,9247.95,11-11-2021 09:30
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,774,777.95,770.6,773.4,771.3,0.27,694634,5383.9,11-11-2021 09:30
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2538,2484.6,2.15,414546,10466.62,11-11-2021 09:35
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,514.2,510.75,0.68,5216409,26883.81,11-11-2021 09:35
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1307,1298.55,0.65,1386172,18140.56,11-11-2021 09:35
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1962,1941.5,1958.2,1950.15,0.41,586864,11472.72,11-11-2021 09:35
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,135,139.45,0.41,2135914,2882.63,11-11-2021 09:35
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,451.5,449.75,0.39,1062922,4795.69,11-11-2021 09:35
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7512,7561.45,7512,7534,7511.65,0.3,49697,3746.95,11-11-2021 09:35
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,735,738.6,732.15,737.45,735.45,0.27,1194086,8779.4,11-11-2021 09:35
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,667,661.55,663.5,662.4,0.17,373985,2485.69,11-11-2021 09:35
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2536.8,2484.6,2.1,451997,11416.45,11-11-2021 09:40
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,516.25,510.75,1.08,5618805,28956.51,11-11-2021 09:40
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1310.15,1298.55,0.89,1490338,19503.9,11-11-2021 09:40
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7512,7561.45,7512,7558.85,7511.65,0.63,56011,4223.32,11-11-2021 09:40
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,452.4,449.75,0.59,1146653,5173.93,11-11-2021 09:40
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,667,661.55,666.3,662.4,0.59,432382,2874.13,11-11-2021 09:40
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,135.05,139.45,0.45,2276886,3072.66,11-11-2021 09:40
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1962,1941.5,1958,1950.15,0.4,678214,13260.78,11-11-2021 09:40
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,774,777.95,765.75,773.55,771.3,0.29,1109551,8584.82,11-11-2021 09:40
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,924.4,911.9,922.25,919.65,0.28,704885,6478.1,11-11-2021 09:40
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2522,2484.6,1.51,507966,12831.02,11-11-2021 09:45
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1312.4,1298.55,1.07,1826831,23913.22,11-11-2021 09:45
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,668.8,661.55,668.1,662.4,0.86,521873,3471.55,11-11-2021 09:45
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,453.25,449.75,0.78,1250541,5644.19,11-11-2021 09:45
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,514.4,510.75,0.71,6125465,31563.91,11-11-2021 09:45
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7512,7561.45,7512,7547.45,7511.65,0.48,61830,4662.82,11-11-2021 09:45
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1962,1941.5,1959.1,1950.15,0.46,702330,13733.01,11-11-2021 09:45
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,134.9,139.45,0.33,2440205,3293.06,11-11-2021 09:45
ULTRACEMCO,EQ,02-08-2021,Annual General Meeting/Dividend - Rs 37 Per Share,8100,8141.85,8080,8130,8106.8,0.29,24498,1986.95,11-11-2021 09:45
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,165.9,167.65,165.2,167.15,166.7,0.27,1640456,2732.34,11-11-2021 09:45
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2533.8,2484.6,1.98,550339,13903.6,11-11-2021 09:50
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1311.15,1298.55,0.97,2172914,28453.44,11-11-2021 09:50
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,661.55,667.8,662.4,0.82,636981,4241.02,11-11-2021 09:50
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1964,1941.5,1962.75,1950.15,0.65,781296,15281.37,11-11-2021 09:50
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,513.9,510.75,0.62,6717621,34605.82,11-11-2021 09:50
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7512,7567.5,7512,7551.6,7511.65,0.53,72990,5505.77,11-11-2021 09:50
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,451.75,449.75,0.44,1382427,6240.83,11-11-2021 09:50
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,134.95,139.45,0.37,2652559,3579.63,11-11-2021 09:50
DRREDDY,EQ,09-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share,4831,4849.35,4818,4844.4,4829.35,0.31,47835,2311.24,11-11-2021 09:50
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,165.9,167.65,165.2,167.2,166.7,0.3,1768549,2946.4,11-11-2021 09:50
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2530.8,2484.6,1.86,605342,15296.08,11-11-2021 09:55
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1972,1941.5,1970.1,1950.15,1.02,967883,18955.6,11-11-2021 09:55
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1310.35,1298.55,0.91,2269893,29725.61,11-11-2021 09:55
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,661.55,667.55,662.4,0.78,666838,4440.41,11-11-2021 09:55
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,513.9,510.75,0.62,6993371,36023.55,11-11-2021 09:55
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7512,7567.5,7512,7547.9,7511.65,0.48,77631,5856.2,11-11-2021 09:55
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,451.2,449.75,0.32,1510395,6818.07,11-11-2021 09:55
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2559.9,2540,2557.5,2549.9,0.3,1039209,26478.21,11-11-2021 09:55
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,134.85,139.45,0.3,2803245,3782.7,11-11-2021 09:55
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1032.2,1038,1020.5,1035.2,1032.2,0.29,1499123,15414.88,11-11-2021 09:55
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2526.3,2484.6,1.68,634644,16036.69,11-11-2021 10:00
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1979.75,1941.5,1977.45,1950.15,1.4,1497414,29410.86,11-11-2021 10:00
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,661.55,669.3,662.4,1.04,748119,4984.04,11-11-2021 10:00
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1309.5,1298.55,0.84,2373995,31089.6,11-11-2021 10:00
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,452.8,449.75,0.68,1613824,7285.93,11-11-2021 10:00
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,513.55,510.75,0.55,7439891,38315.44,11-11-2021 10:00
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,165.9,167.65,165.2,167.2,166.7,0.3,1941309,3235.19,11-11-2021 10:00
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,134.85,139.45,0.3,2937855,3964.34,11-11-2021 10:00
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2564.9,2540,2556.2,2549.9,0.25,1163104,29650.66,11-11-2021 10:00
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7512,7567.5,7512,7530,7511.65,0.24,83095,6268.01,11-11-2021 10:00
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2522.3,2484.6,1.52,661523,16715.3,11-11-2021 10:05
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1979.75,1941.5,1975.05,1950.15,1.28,1681871,33054.99,11-11-2021 10:05
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,661.55,667.6,662.4,0.79,798817,5322.92,11-11-2021 10:05
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1307.6,1298.55,0.7,2491950,32633.08,11-11-2021 10:05
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,452,449.75,0.5,1649157,7445.78,11-11-2021 10:05
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,512.35,510.75,0.31,7734045,39824.14,11-11-2021 10:05
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,134.7,139.45,0.19,3102648,4186.4,11-11-2021 10:05
DRREDDY,EQ,09-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share,4831,4849.35,4818,4834.6,4829.35,0.11,62393,3015.14,11-11-2021 10:05
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2564.9,2540,2551.3,2549.9,0.05,1223196,31185.87,11-11-2021 10:05
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,165.9,167.65,165.2,166.75,166.7,0.03,1992955,3321.46,11-11-2021 10:05
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2518,2484.6,1.34,710093,17938.65,11-11-2021 10:10
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1979.75,1941.5,1974.8,1950.15,1.26,2023187,39794.47,11-11-2021 10:10
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,661.55,668,662.4,0.85,891042,5937.81,11-11-2021 10:10
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1307.4,1298.55,0.68,2667335,34924.22,11-11-2021 10:10
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,452.6,449.75,0.63,1711499,7727.25,11-11-2021 10:10
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,512.4,510.75,0.32,8294520,42693.55,11-11-2021 10:10
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,134.75,139.45,0.22,3278149,4422.55,11-11-2021 10:10
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,165.9,167.65,165.2,167,166.7,0.18,2080168,3466.81,11-11-2021 10:10
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2564.9,2540,2552,2549.9,0.08,1363831,34771.01,11-11-2021 10:10
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1877.8,1880,1855.3,1875.9,1874.45,0.08,127231,2377.12,11-11-2021 10:10
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1979.75,1941.5,1973.4,1950.15,1.19,2317603,45604.17,11-11-2021 10:15
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2512.75,2484.6,1.13,746887,18863.6,11-11-2021 10:15
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,661.55,666.75,662.4,0.66,934851,6230.31,11-11-2021 10:15
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,452.35,449.75,0.58,1815972,8200.2,11-11-2021 10:15
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1305.4,1298.55,0.53,2850819,37320.64,11-11-2021 10:15
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,734.95,741.45,731.4,739.85,737.9,0.26,764609,5631.27,11-11-2021 10:15
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1877.8,1889.9,1855.3,1878.95,1874.45,0.24,191775,3593.52,11-11-2021 10:15
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,134.75,139.45,0.22,3389900,4572.98,11-11-2021 10:15
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,511.75,510.75,0.2,8648512,44505.24,11-11-2021 10:15
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7512,7567.5,7495.15,7521.25,7511.65,0.13,110948,8360.45,11-11-2021 10:15
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1947.85,1979.75,1941.5,1974.45,1950.15,1.25,2401350,47258.09,11-11-2021 10:20
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2515,2484.6,1.22,767448,19380.75,11-11-2021 10:20
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,661.55,665.8,662.4,0.51,971453,6474.15,11-11-2021 10:20
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,453.5,446.6,451.65,449.75,0.42,1853277,8368.84,11-11-2021 10:20
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1877.8,1889.9,1855.3,1881.8,1874.45,0.39,211547,3964.81,11-11-2021 10:20
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1314.9,1300,1302.1,1298.55,0.27,2974707,38936.24,11-11-2021 10:20
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,134.05,134.75,139.45,0.22,3449530,4653.42,11-11-2021 10:20
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,508,511.25,510.75,0.1,8918111,45883.68,11-11-2021 10:20
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2524.45,2484.6,1.6,1258561,31749.34,11-11-2021 13:15
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1310.15,1298.55,0.89,8718951,114204.31,11-11-2021 13:15
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,453.4,449.75,0.81,5113785,23102.04,11-11-2021 13:15
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.5,662.4,0.77,2288791,15232.59,11-11-2021 13:15
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,926.1,919.65,0.7,3007243,27643.78,11-11-2021 13:15
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2564.9,2535.55,2563,2549.9,0.51,3228376,82275.16,11-11-2021 13:15
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2522.9,2484.6,1.54,1266136,31940.56,11-11-2021 13:20
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,926.75,919.65,0.77,3096413,28469.97,11-11-2021 13:20
