activeCases,activeCasesNew,recovered,recoveredNew,deaths,deathsNew,previousDayTests,totalCases,sourceUrl,lastUpdatedAtApify,readMe,regionData.region,regionData.activeCases,regionData.newInfected,regionData.recovered,regionData.newRecovered,regionData.deceased,regionData.newDeceased,regionData.totalInfected
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Jammu and Kashmir,1159,18,318535,126,4401,0,324095
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Jharkhand,213,-2,342380,20,5132,0,347725
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Karnataka,20871,-316,2879433,1648,37123,18,2937427
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Kerala,178995,-3823,3605480,20846,19428,83,3803903
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Ladakh,68,-4,20216,12,207,0,20491
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Lakshadweep,26,-7,10231,9,51,0,10308
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Madhya Pradesh,88,-7,781493,14,10515,0,792096
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Maharashtra,57474,-1484,6227219,5914,135817,145,6420510
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Manipur,4139,-164,104771,598,1747,8,110657
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Meghalaya,3136,-237,69043,460,1269,8,73448
